Country,Year,Population,Income,Energy
Japan,1996,127000000,35500,4040
Japan,1997,127000000,35000,3960
Japan,1998,127000000,34800,4010
Japan,1999,128000000,35700,4080
Japan,2000,128000000,35800,4010
Japan,2001,128000000,35700,3990
Japan,2002,128000000,36200,3950
Japan,2003,128000000,37000,4080
Japan,2004,128000000,37600,4060
Japan,2005,128000000,38100,4050
Japan,2006,128000000,38700,4010
Japan,2007,129000000,38300,3860
Japan,2008,129000000,36200,3680
Japan,2009,129000000,37700,3890
Japan,2010,128000000,37700,3610
Kenya,1970,11700000,2250,452
Kenya,1971,12100000,2280,456
Kenya,1972,12600000,2320,451
Kenya,1973,13100000,2350,451
Kenya,1974,13600000,2270,445
Kenya,1975,14100000,2280,450
Kenya,1976,14600000,2410,455
Kenya,1977,15200000,2550,451
Kenya,1978,15800000,2560,450
Kenya,1979,16400000,2620,449
Kenya,1980,17100000,2600,445
Kenya,1981,17700000,2680,436
Kenya,1982,18400000,2630,427
Kenya,1983,19100000,2610,435
Kenya,1984,19900000,2670,437
Kenya,1985,20600000,2800,459
Kenya,1986,21400000,2910,461
Kenya,1987,22200000,3030,456
Kenya,1988,22900000,3120,457
Kenya,1989,23700000,3210,452
Kenya,1990,24500000,3150,445
Kenya,1991,25300000,3030,442
Kenya,1992,26100000,2940,439
Kenya,1993,27000000,2930,431
Kenya,1994,27800000,2970,438
Kenya,1995,28600000,3000,441
Kenya,1996,29400000,2930,434
Kenya,1997,30300000,2940,437
Kenya,1998,31100000,2930,435
Kenya,1999,32000000,2870,438
Kenya,2000,32800000,2900,432
Kenya,2001,33800000,2830,426
Kenya,2002,34700000,2840,424
Kenya,2003,35600000,2900,434
Kenya,2004,36600000,2990,437
Kenya,2005,37600000,3100,443
Kenya,2006,38700000,3220,440
Kenya,2007,39800000,3140,444
Kenya,2008,40900000,3160,457
Kenya,2009,42000000,3330,464
Kenya,2010,43200000,3440,461
South Korea,1970,32900000,3430,516
South Korea,1971,33500000,3580,551
South Korea,1972,34200000,4010,632
South Korea,1973,34800000,4280,675
South Korea,1974,35400000,4510,693
South Korea,1975,35900000,4980,758
South Korea,1976,36500000,5460,866
South Korea,1977,37000000,5910,935
South Korea,1978,37500000,6280,1060
South Korea,1979,38000000,6030,1080
South Korea,1980,38600000,6310,1050
South Korea,1981,39200000,6670,1100
South Korea,1982,39700000,7390,1170
South Korea,1983,40300000,7990,1260
South Korea,1984,40800000,8460,1300
South Korea,1985,41300000,9240,1480
South Korea,1986,41700000,10200,1580
South Korea,1987,42100000,11200,1760
South Korea,1988,42500000,11800,1860
South Korea,1989,42900000,12700,2170
South Korea,1990,43400000,13900,2310
South Korea,1991,43800000,14600,2530
South Korea,1992,44300000,15500,2810
South Korea,1993,44800000,16800,2960
South Korea,1994,45300000,18200,3210
South Korea,1995,45800000,19400,3450
South Korea,1996,46200000,20400,3730
South Korea,1997,46600000,19300,3380
South Korea,1998,47000000,21300,3710
South Korea,1999,47400000,23100,4000
South Korea,2000,47700000,24000,4030
South Korea,2001,48000000,25700,4170
South Korea,2002,48300000,26400,4230
South Korea,2003,48500000,27600,4330
South Korea,2004,48700000,28700,4360
South Korea,2005,48900000,30100,4410
South Korea,2006,49000000,31700,4560
South Korea,2007,49200000,32400,4630
South Korea,2008,49300000,32500,4650
South Korea,2009,49500000,34500,5050
South Korea,2010,49800000,35500,5220
Lebanon,1970,2350000,8660,785
Lebanon,1971,2420000,9460,789
Lebanon,1972,2480000,9660,958
Lebanon,1973,2540000,9640,964
Lebanon,1974,2580000,6600,840
Lebanon,1975,2600000,2810,894
Lebanon,1976,2600000,5080,697
Lebanon,1977,2600000,4850,833
Lebanon,1978,2590000,5220,899
Lebanon,1979,2590000,5300,955
Lebanon,1980,2590000,5230,909
Lebanon,1981,2610000,3250,685
Lebanon,1982,2620000,3910,738
Lebanon,1983,2640000,5550,748
Lebanon,1984,2650000,6780,878
Lebanon,1985,2660000,6210,971
Lebanon,1986,2670000,7130,999
Lebanon,1987,2680000,5040,737
Lebanon,1988,2730000,2860,719
Lebanon,1989,2800000,7550,697
Lebanon,1990,2920000,10800,828
Lebanon,1991,3080000,12000,797
Lebanon,1992,3250000,12600,1080
Lebanon,1993,3400000,13000,1130
Lebanon,1994,3530000,13300,1250
Lebanon,1995,3610000,14500,1290
Lebanon,1996,3660000,14400,1440
Lebanon,1997,3690000,14800,1400
Lebanon,1998,3750000,14500,1440
Lebanon,1999,3840000,14400,1280
Lebanon,2000,3990000,14400,1320
Lebanon,2001,4180000,14200,1250
Lebanon,2002,4390000,13900,1190
Lebanon,2003,4570000,14300,1160
Lebanon,2004,4700000,14300,1070
Lebanon,2005,4760000,14300,1010
Lebanon,2006,4770000,15600,886
Lebanon,2007,4760000,17000,1140
Lebanon,2008,4810000,18600,1380
Lebanon,2009,4950000,19500,1290
Lebanon,2010,5200000,18700,1220
Libya,1970,2230000,7170,705
Libya,1971,2330000,7590,944
Libya,1972,2430000,7440,1070
Libya,1973,2540000,8720,1140
Libya,1974,2650000,8810,1390
Libya,1975,2750000,10600,1210
Libya,1976,2870000,11500,1440
Libya,1977,2980000,11800,1570
Libya,1978,3100000,12400,1700
Libya,1979,3220000,12200,2190
Libya,1980,3350000,9560,2270
Libya,1981,3480000,9570,2380
Libya,1982,3610000,9090,2340
Libya,1983,3750000,8430,2420
Libya,1984,3870000,9150,2620
Libya,1985,3990000,8180,2520
Libya,1986,4110000,6900,2680
Libya,1987,4220000,7320,2510
Libya,1988,4330000,7750,2650
Libya,1989,4440000,7930,2520
Libya,1990,4540000,9770,2490
Libya,1991,4650000,10100,2420
Libya,1992,4760000,10400,2460
Libya,1993,4850000,11300,2720
Libya,1994,4950000,11900,2830
Libya,1995,5040000,13200,2950
Libya,1996,5120000,14900,2950
Libya,1997,5200000,15300,2940
Libya,1998,5280000,16400,2860
Libya,1999,5360000,16700,2950
Libya,2000,5440000,16200,3000
Libya,2001,5530000,15800,3070
Libya,2002,5620000,17600,3100
Libya,2003,5710000,18000,3140
Libya,2004,5800000,19900,3070
Libya,2005,5890000,20900,3050
Libya,2006,5970000,21900,2800
Libya,2007,6060000,22100,2940
Libya,2008,6130000,21700,3150
Libya,2009,6200000,22500,3350
Libya,2010,6250000,8480,2190
Sri Lanka,1970,12700000,2550,298
Sri Lanka,1971,13000000,2540,311
Sri Lanka,1972,13300000,2580,312
Sri Lanka,1973,13500000,2620,291
Sri Lanka,1974,13800000,2620,299
Sri Lanka,1975,14000000,2640,295
Sri Lanka,1976,14300000,2760,287
Sri Lanka,1977,14500000,2860,297
Sri Lanka,1978,14800000,2980,303
Sri Lanka,1979,15000000,3070,302
Sri Lanka,1980,15300000,3190,303
Sri Lanka,1981,15500000,3290,316
Sri Lanka,1982,15700000,3390,313
Sri Lanka,1983,15900000,3500,318
Sri Lanka,1984,16200000,3580,309
Sri Lanka,1985,16400000,3690,315
Sri Lanka,1986,16600000,3660,322
Sri Lanka,1987,16900000,3680,322
Sri Lanka,1988,17100000,3710,319
Sri Lanka,1989,17300000,3880,318
Sri Lanka,1990,17500000,4010,319
Sri Lanka,1991,17700000,4140,324
Sri Lanka,1992,17900000,4380,338
Sri Lanka,1993,18100000,4580,321
Sri Lanka,1994,18200000,4790,329
Sri Lanka,1995,18400000,4940,366
Sri Lanka,1996,18500000,5230,377
Sri Lanka,1997,18600000,5440,381
Sri Lanka,1998,18700000,5650,405
Sri Lanka,1999,18800000,5950,443
Sri Lanka,2000,18900000,5820,426
Sri Lanka,2001,19100000,6000,430
Sri Lanka,2002,19200000,6300,452
Sri Lanka,2003,19400000,6590,454
Sri Lanka,2004,19500000,6940,461
Sri Lanka,2005,19700000,7420,461
Sri Lanka,2006,19800000,7870,467
Sri Lanka,2007,20000000,8270,456
Sri Lanka,2008,20100000,8510,450
Sri Lanka,2009,20300000,9130,481
Sri Lanka,2010,20400000,9830,513
Luxembourg,1970,342000,29700,11900
Luxembourg,1971,345000,31800,12000
Luxembourg,1972,348000,34600,12600
Luxembourg,1973,351000,36200,13000
Luxembourg,1974,354000,34000,10500
Luxembourg,1975,357000,35200,10700
Luxembourg,1976,359000,36200,10300
Luxembourg,1977,361000,38200,11100
Luxembourg,1978,363000,39600,10500
Luxembourg,1979,364000,40300,9770
Luxembourg,1980,365000,41200,8530
Luxembourg,1981,365000,41600,8060
Luxembourg,1982,365000,43400,7580
Luxembourg,1983,366000,46700,8110
Luxembourg,1984,367000,48600,8350
Luxembourg,1985,369000,52800,8160
Luxembourg,1986,371000,54300,7940
Luxembourg,1987,374000,60100,8160
Luxembourg,1988,378000,66500,8700
Luxembourg,1989,382000,67900,8870
Luxembourg,1990,386000,72700,9350
Luxembourg,1991,391000,73100,9260
Luxembourg,1992,397000,75100,9270
Luxembourg,1993,402000,77000,8820
Luxembourg,1994,408000,77000,7710
Luxembourg,1995,414000,77000,7710
Luxembourg,1996,420000,80400,7410
Luxembourg,1997,426000,84200,7070
Luxembourg,1998,431000,90100,7270
Luxembourg,1999,436000,96200,7680
Luxembourg,2000,440000,97500,7980
Luxembourg,2001,444000,100000,8200
Luxembourg,2002,447000,101000,8550
Luxembourg,2003,452000,103000,9390
Luxembourg,2004,458000,104000,9430
Luxembourg,2005,466000,108000,9170
Luxembourg,2006,475000,115000,8770
Luxembourg,2007,485000,112000,8610
Luxembourg,2008,497000,105000,7950
Luxembourg,2009,508000,108000,8330
Luxembourg,2010,519000,108000,8060
Morocco,1970,16400000,2830,181
Morocco,1971,16700000,2820,191
Morocco,1972,17000000,2840,207
Morocco,1973,17400000,2920,219
Morocco,1974,17800000,3030,223
Morocco,1975,18200000,3270,235
Morocco,1976,18600000,3340,253
Morocco,1977,19100000,3350,262
Morocco,1978,19500000,3410,273
Morocco,1979,20000000,3620,270
Morocco,1980,20500000,3430,265
Morocco,1981,21000000,3670,269
Morocco,1982,21500000,3520,274
Morocco,1983,22000000,3550,276
Morocco,1984,22500000,3640,275
Morocco,1985,23000000,3800,277
Morocco,1986,23400000,3590,279
Morocco,1987,23900000,3830,287
Morocco,1988,24400000,3800,306
Morocco,1989,24800000,3820,307
Morocco,1990,25300000,4020,317
Morocco,1991,25700000,3870,330
Morocco,1992,26200000,3770,336
Morocco,1993,26600000,4100,355
Morocco,1994,27000000,3820,346
Morocco,1995,27400000,4230,358
Morocco,1996,27800000,4110,364
Morocco,1997,28100000,4350,367
Morocco,1998,28500000,4340,385
Morocco,1999,28800000,4370,383
Morocco,2000,29100000,4640,401
Morocco,2001,29500000,4720,403
Morocco,2002,29800000,4950,397
Morocco,2003,30100000,5120,466
Morocco,2004,30500000,5230,487
Morocco,2005,30800000,5560,490
Morocco,2006,31200000,5690,500
Morocco,2007,31500000,5960,513
Morocco,2008,31900000,6130,510
Morocco,2009,32300000,6280,528
Morocco,2010,32800000,6530,561
Mexico,1970,53100000,8950,810
Mexico,1971,54700000,9500,869
Mexico,1972,56300000,10000,933
Mexico,1973,58000000,10400,965
Mexico,1974,59600000,10800,992
Mexico,1975,61200000,11100,1030
Mexico,1976,62900000,11200,1090
Mexico,1977,64500000,12100,1190
Mexico,1978,66100000,13000,1270
Mexico,1979,67800000,14000,1400
Mexico,1980,69400000,15000,1460
Mexico,1981,71100000,14800,1500
Mexico,1982,72700000,14000,1380
Mexico,1983,74400000,14300,1410
Mexico,1984,76000000,14500,1430
Mexico,1985,77600000,13900,1360
Mexico,1986,79200000,13900,1400
Mexico,1987,80800000,14000,1390
Mexico,1988,82400000,14400,1430
Mexico,1989,83900000,15000,1470
Mexico,1990,85500000,15300,1520
Mexico,1991,87100000,15600,1500
Mexico,1992,88600000,15600,1500
Mexico,1993,90200000,16100,1510
Mexico,1994,91700000,14900,1440
Mexico,1995,93100000,15600,1450
Mexico,1996,94600000,16400,1500
Mexico,1997,96100000,17000,1520
Mexico,1998,97500000,17200,1540
Mexico,1999,98900000,17800,1520
Mexico,2000,100000000,17500,1550
Mexico,2001,102000000,17300,1530
Mexico,2002,103000000,17300,1600
Mexico,2003,105000000,17700,1600
Mexico,2004,106000000,17800,1690
Mexico,2005,108000000,18400,1700
Mexico,2006,109000000,18500,1660
Mexico,2007,111000000,18500,1620
Mexico,2008,112000000,17200,1600
Mexico,2009,114000000,17800,1530
Mexico,2010,116000000,18200,1590
Malta,1970,320000,4900,696
Malta,1971,320000,5310,873
Malta,1972,321000,5520,844
Malta,1973,321000,6080,775
Malta,1974,322000,7210,688
Malta,1975,324000,8440,778
Malta,1976,325000,9450,823
Malta,1977,327000,10300,950
Malta,1978,329000,11200,908
Malta,1979,331000,11500,1010
Malta,1980,334000,12000,1130
Malta,1981,337000,12400,1260
Malta,1982,340000,12600,945
Malta,1983,343000,12900,1250
Malta,1984,346000,13500,1020
Malta,1985,349000,14100,1680
Malta,1986,353000,14700,1750
Malta,1987,356000,15900,1870
Malta,1988,359000,17100,1980
Malta,1989,362000,18100,1960
Malta,1990,365000,18700,1850
Malta,1991,368000,19400,1810
Malta,1992,371000,20000,2290
Malta,1993,374000,21000,2060
Malta,1994,377000,22100,1880
Malta,1995,380000,22800,1840
Malta,1996,384000,23800,2050
Malta,1997,387000,24900,1790
Malta,1998,391000,25900,1940
Malta,1999,394000,27500,1730
Malta,2000,396000,27000,2000
Malta,2001,399000,27500,1850
Malta,2002,401000,28400,2070
Malta,2003,403000,28200,2070
Malta,2004,405000,29000,2180
Malta,2005,406000,29600,2060
Malta,2006,408000,30900,2160
Malta,2007,409000,31900,2040
Malta,2008,412000,31300,1890
Malta,2009,414000,32900,2010
Malta,2010,418000,32900,1990
Myanmar,1970,27900000,943,283
Myanmar,1971,28600000,908,281
Myanmar,1972,29200000,867,271
Myanmar,1973,29900000,872,275
Myanmar,1974,30600000,869,274
Myanmar,1975,31300000,883,278
Myanmar,1976,32000000,894,277
Myanmar,1977,32700000,912,275
Myanmar,1978,33500000,911,274
Myanmar,1979,34200000,941,275
Myanmar,1980,35000000,946,273
Myanmar,1981,35700000,948,273
Myanmar,1982,36500000,940,271
Myanmar,1983,37200000,933,275
Myanmar,1984,38000000,909,289
Myanmar,1985,38700000,853,290
Myanmar,1986,39400000,774,273
Myanmar,1987,40100000,650,266
Myanmar,1988,40700000,637,269
Myanmar,1989,41300000,620,258
Myanmar,1990,41900000,607,251
Myanmar,1991,42400000,658,255
Myanmar,1992,42900000,690,250
Myanmar,1993,43400000,733,263
Myanmar,1994,43900000,775,269
Myanmar,1995,44500000,814,266
Myanmar,1996,45000000,849,268
Myanmar,1997,45600000,888,272
Myanmar,1998,46200000,973,270
Myanmar,1999,46700000,1090,275
Myanmar,2000,47200000,1210,266
Myanmar,2001,47700000,1340,272
Myanmar,2002,48100000,1510,292
Myanmar,2003,48600000,1700,306
Myanmar,2004,48900000,1910,304
Myanmar,2005,49300000,2150,306
Myanmar,2006,49600000,2390,316
Myanmar,2007,49900000,2620,303
Myanmar,2008,50300000,2880,285
Myanmar,2009,50600000,3130,277
Myanmar,2010,51000000,3280,281
Mozambique,1970,9230000,507,747
Mozambique,1971,9450000,520,716
Mozambique,1972,9670000,532,703
Mozambique,1973,9910000,552,681
Mozambique,1974,10200000,549,657
Mozambique,1975,10400000,565,631
Mozambique,1976,10700000,549,623
Mozambique,1977,11000000,539,590
Mozambique,1978,11300000,542,577
Mozambique,1979,11600000,551,578
Mozambique,1980,11900000,545,550
Mozambique,1981,12200000,512,538
Mozambique,1982,12400000,436,521
Mozambique,1983,12600000,443,506
Mozambique,1984,12800000,400,499
Mozambique,1985,12800000,405,492
Mozambique,1986,12800000,425,488
Mozambique,1987,12800000,446,483
Mozambique,1988,12800000,473,476
Mozambique,1989,13000000,471,456
Mozambique,1990,13300000,482,442
Mozambique,1991,13800000,437,432
Mozambique,1992,14400000,464,424
Mozambique,1993,14900000,475,411
Mozambique,1994,15500000,469,406
Mozambique,1995,16000000,506,401
Mozambique,1996,16400000,548,402
Mozambique,1997,16800000,588,396
Mozambique,1998,17200000,640,394
Mozambique,1999,17700000,631,405
Mozambique,2000,18200000,687,414
Mozambique,2001,18800000,729,407
Mozambique,2002,19300000,757,417
Mozambique,2003,19900000,793,421
Mozambique,2004,20500000,821,414
Mozambique,2005,21100000,876,415
Mozambique,2006,21700000,918,421
Mozambique,2007,22300000,958,417
Mozambique,2008,22900000,991,421
Mozambique,2009,23500000,1030,423
Mozambique,2010,24200000,1070,428
Mauritius,1970,840000,4720,434
Mauritius,1971,852000,4970,435
Mauritius,1972,865000,5400,439
Mauritius,1973,878000,5660,449
Mauritius,1974,892000,5560,449
Mauritius,1975,907000,6590,460
Mauritius,1976,922000,6790,475
Mauritius,1977,938000,6810,476
Mauritius,1978,953000,6800,468
Mauritius,1979,966000,5900,446
Mauritius,1980,978000,6040,435
Mauritius,1981,989000,6180,415
Mauritius,1982,999000,6020,426
Mauritius,1983,1010000,6130,432
Mauritius,1984,1020000,6370,433
Mauritius,1985,1020000,6810,491
Mauritius,1986,1030000,7290,512
Mauritius,1987,1040000,7560,514
Mauritius,1988,1050000,7680,561
Mauritius,1989,1060000,7990,629
Mauritius,1990,1070000,8250,634
Mauritius,1991,1080000,8680,658
Mauritius,1992,1100000,9010,679
Mauritius,1993,1110000,9250,658
Mauritius,1994,1130000,9570,697
Mauritius,1995,1140000,10000,702
Mauritius,1996,1150000,10400,713
Mauritius,1997,1170000,11000,750
Mauritius,1998,1180000,11100,775
Mauritius,1999,1190000,11900,851
Mauritius,2000,1190000,12200,887
Mauritius,2001,1200000,12300,873
Mauritius,2002,1210000,12900,909
Mauritius,2003,1220000,13400,920
Mauritius,2004,1220000,13600,946
Mauritius,2005,1230000,14200,1010
Mauritius,2006,1230000,14900,1010
Mauritius,2007,1240000,15700,1030
Mauritius,2008,1240000,16100,999
Mauritius,2009,1250000,16800,1050
Mauritius,2010,1250000,17500,1050
Malaysia,1970,11100000,4140,547
Malaysia,1971,11300000,4360,541
Malaysia,1972,11600000,4890,524
Malaysia,1973,11900000,5150,578
Malaysia,1974,12200000,5090,593
Malaysia,1975,12500000,5610,629
Malaysia,1976,12800000,5950,618
Malaysia,1977,13100000,6340,775
Malaysia,1978,13500000,6720,885
Malaysia,1979,13800000,7130,862
Malaysia,1980,14100000,7480,897
Malaysia,1981,14500000,7760,888
Malaysia,1982,14800000,8060,1010
Malaysia,1983,15200000,8500,1020
Malaysia,1984,15600000,8230,997
Malaysia,1985,16000000,8150,1090
Malaysia,1986,16500000,8400,1070
Malaysia,1987,17000000,8950,1090
Malaysia,1988,17500000,9590,1160
Malaysia,1989,18000000,10300,1210
Malaysia,1990,18500000,11000,1450
Malaysia,1991,19000000,11700,1560
Malaysia,1992,19500000,12500,1650
Malaysia,1993,20000000,13300,1600
Malaysia,1994,20500000,14300,1690
Malaysia,1995,21000000,15300,1820
Malaysia,1996,21600000,16000,2060
Malaysia,1997,22100000,14400,1910
Malaysia,1998,22700000,15000,1890
Malaysia,1999,23200000,15900,2110
Malaysia,2000,23700000,15700,2150
Malaysia,2001,24200000,16200,2170
Malaysia,2002,24700000,16800,2280
Malaysia,2003,25200000,17500,2410
Malaysia,2004,25700000,18100,2560
Malaysia,2005,26200000,18800,2520
Malaysia,2006,26700000,19500,2710
Malaysia,2007,27200000,20100,2780
Malaysia,2008,27700000,19400,2590
Malaysia,2009,28200000,20500,2600
Malaysia,2010,28700000,21300,2670
Nigeria,1970,57300000,2180,579
Nigeria,1971,58700000,2190,585
Nigeria,1972,60100000,2310,597
Nigeria,1973,61700000,2510,600
Nigeria,1974,63400000,2360,608
Nigeria,1975,65200000,2540,622
Nigeria,1976,67200000,2550,636
Nigeria,1977,69300000,2330,646
Nigeria,1978,71400000,2420,653
Nigeria,1979,73400000,2390,665
Nigeria,1980,75400000,2130,677
Nigeria,1981,77400000,2050,692
Nigeria,1982,79400000,1880,694
Nigeria,1983,81400000,1760,678
Nigeria,1984,83600000,1860,683
Nigeria,1985,85800000,1850,672
Nigeria,1986,88000000,1790,677
Nigeria,1987,90400000,1920,679
Nigeria,1988,92800000,1990,685
Nigeria,1989,95200000,2040,698
Nigeria,1990,97700000,2020,713
Nigeria,1991,100000000,2060,722
Nigeria,1992,103000000,2090,716
Nigeria,1993,105000000,2090,681
Nigeria,1994,108000000,2130,683
Nigeria,1995,111000000,2210,694
Nigeria,1996,113000000,2270,700
Nigeria,1997,116000000,2330,688
Nigeria,1998,119000000,2340,695
Nigeria,1999,122000000,2470,704
Nigeria,2000,125000000,2740,720
Nigeria,2001,129000000,3230,725
Nigeria,2002,132000000,3530,747
Nigeria,2003,135000000,3850,749
Nigeria,2004,139000000,4000,758
Nigeria,2005,143000000,4130,745
Nigeria,2006,146000000,4290,751
Nigeria,2007,150000000,4460,753
Nigeria,2008,154000000,4690,722
Nigeria,2009,159000000,4930,756
Nigeria,2010,163000000,5060,779
Nicaragua,1970,2480000,5810,491
Nicaragua,1971,2560000,5880,486
Nicaragua,1972,2640000,6050,511
Nicaragua,1973,2720000,6670,520
Nicaragua,1974,2810000,6660,525
Nicaragua,1975,2890000,6840,546
Nicaragua,1976,2990000,7100,583
Nicaragua,1977,3080000,6510,546
Nicaragua,1978,3170000,4690,447
Nicaragua,1979,3270000,4740,470
Nicaragua,1980,3360000,4870,469
Nicaragua,1981,3460000,4750,467
Nicaragua,1982,3550000,4900,473
Nicaragua,1983,3640000,4750,507
Nicaragua,1984,3730000,4500,517
Nicaragua,1985,3820000,4400,505
Nicaragua,1986,3910000,4300,499
Nicaragua,1987,4000000,3710,462
Nicaragua,1988,4080000,3580,484
Nicaragua,1989,4170000,3450,484
Nicaragua,1990,4270000,3370,502
Nicaragua,1991,4360000,3310,506
Nicaragua,1992,4460000,3220,487
Nicaragua,1993,4560000,3260,482
Nicaragua,1994,4650000,3390,486
Nicaragua,1995,4740000,3530,485
Nicaragua,1996,4830000,3610,499
Nicaragua,1997,4910000,3680,493
Nicaragua,1998,4990000,3870,492
Nicaragua,1999,5070000,3970,496
Nicaragua,2000,5150000,4030,493
Nicaragua,2001,5220000,4000,504
Nicaragua,2002,5290000,4040,509
Nicaragua,2003,5360000,4200,525
Nicaragua,2004,5440000,4320,526
Nicaragua,2005,5510000,4440,514
Nicaragua,2006,5590000,4600,516
Nicaragua,2007,5670000,4690,514
Nicaragua,2008,5750000,4480,510
Nicaragua,2009,5820000,4610,508
Nicaragua,2010,5900000,4840,518
Netherlands,1970,13100000,23900,3860
Netherlands,1971,13300000,24500,4380
Netherlands,1972,13400000,25600,4610
Netherlands,1973,13600000,26500,4500
Netherlands,1974,13700000,26400,4320
Netherlands,1975,13800000,27600,4740
Netherlands,1976,13900000,28300,4560
Netherlands,1977,14000000,28900,4660
Netherlands,1978,14100000,29500,4870
Netherlands,1979,14100000,29800,4550
Netherlands,1980,14200000,29500,4270
Netherlands,1981,14300000,29200,3790
Netherlands,1982,14400000,29700,3940
Netherlands,1983,14400000,30700,4150
Netherlands,1984,14500000,31700,4180
Netherlands,1985,14600000,32500,4320
Netherlands,1986,14700000,32900,4390
Netherlands,1987,14800000,33700,4320
Netherlands,1988,14900000,35200,4320
Netherlands,1989,15000000,36600,4390
Netherlands,1990,15100000,37200,4600
Netherlands,1991,15200000,37500,4500
Netherlands,1992,15300000,37700,4510
Netherlands,1993,15400000,38600,4510
Netherlands,1994,15500000,39600,4780
Netherlands,1995,15600000,40800,5010
Netherlands,1996,15700000,42400,4840
Netherlands,1997,15700000,44100,4840
Netherlands,1998,15800000,46000,4730
Netherlands,1999,15900000,47600,4740
Netherlands,2000,16000000,48300,4840
Netherlands,2001,16100000,48100,4870
Netherlands,2002,16200000,48000,5020
Netherlands,2003,16300000,48700,5090
Netherlands,2004,16400000,49600,4990
Netherlands,2005,16400000,51300,4930
Netherlands,2006,16500000,53100,4910
Netherlands,2007,16600000,54000,4850
Netherlands,2008,16600000,51800,4720
Netherlands,2009,16700000,52200,5030
Netherlands,2010,16700000,52800,4640
Norway,1970,3910000,20900,3410
Norway,1971,3930000,22000,3500
Norway,1972,3960000,23000,3610
Norway,1973,3990000,24000,3580
Norway,1974,4010000,25300,3650
Norway,1975,4030000,26800,3960
Norway,1976,4040000,28100,4060
Norway,1977,4060000,29200,4360
Norway,1978,4070000,30600,4470
Norway,1979,4090000,32200,4490
Norway,1980,4100000,32600,4410
Norway,1981,4110000,32800,4260
Norway,1982,4120000,34100,4430
Norway,1983,4140000,36300,4670
Norway,1984,4150000,38300,4820
Norway,1985,4170000,39800,5020
Norway,1986,4190000,40800,5050
Norway,1987,4210000,40800,4820
Norway,1988,4230000,41300,4980
Norway,1989,4250000,42300,4970
Norway,1990,4270000,43400,5110
Norway,1991,4290000,44700,5160
Norway,1992,4320000,45700,5460
Norway,1993,4340000,47700,5320
Norway,1994,4370000,49400,5390
Norway,1995,4390000,51600,5200
Norway,1996,4420000,54100,5480
Norway,1997,4450000,55200,5680
Norway,1998,4470000,55900,5910
Norway,1999,4500000,57300,5830
Norway,2000,4520000,58200,5950
Norway,2001,4550000,58700,5500
Norway,2002,4570000,58900,5930
Norway,2003,4600000,60900,5770
Norway,2004,4630000,62100,5800
Norway,2005,4670000,63000,5830
Norway,2006,4720000,64300,5860
Norway,2007,4770000,63800,6750
Norway,2008,4830000,61900,6480
Norway,2009,4890000,61500,6930
Norway,2010,4950000,61400,5650
Nepal,1970,12300000,1150,297
Nepal,1971,12600000,1160,299
Nepal,1972,12900000,1130,301
Nepal,1973,13100000,1170,301
Nepal,1974,13400000,1160,300
Nepal,1975,13700000,1190,299
Nepal,1976,14000000,1200,300
Nepal,1977,14300000,1220,299
Nepal,1978,14700000,1220,303
Nepal,1979,15000000,1160,304
Nepal,1980,15400000,1230,302
Nepal,1981,15700000,1240,303
Nepal,1982,16100000,1170,306
Nepal,1983,16500000,1250,306
Nepal,1984,16900000,1300,302
Nepal,1985,17200000,1320,305
Nepal,1986,17600000,1300,304
Nepal,1987,18000000,1370,305
Nepal,1988,18400000,1390,302
Nepal,1989,18900000,1410,306
Nepal,1990,19400000,1460,308
Nepal,1991,19900000,1480,307
Nepal,1992,20500000,1500,307
Nepal,1993,21000000,1580,309
Nepal,1994,21600000,1590,311
Nepal,1995,22100000,1640,311
Nepal,1996,22600000,1680,314
Nepal,1997,23100000,1700,316
Nepal,1998,23500000,1740,327
Nepal,1999,23900000,1810,339
Nepal,2000,24300000,1870,344
Nepal,2001,24700000,1840,342
Nepal,2002,25100000,1890,347
Nepal,2003,25400000,1950,347
Nepal,2004,25700000,1990,355
Nepal,2005,26100000,2030,350
Nepal,2006,26400000,2080,353
Nepal,2007,26700000,2180,361
Nepal,2008,26900000,2260,369
Nepal,2009,27000000,2360,378
Nepal,2010,27000000,2430,391
New Zealand,1970,2870000,22200,2390
New Zealand,1971,2930000,22800,2620
New Zealand,1972,2990000,24000,2660
New Zealand,1973,3040000,24900,2880
New Zealand,1974,3080000,24300,2770
New Zealand,1975,3110000,24700,2930
New Zealand,1976,3120000,23500,3060
New Zealand,1977,3130000,23700,3030
New Zealand,1978,3140000,24300,2830
New Zealand,1979,3150000,24500,2890
New Zealand,1980,3160000,25600,2850
New Zealand,1981,3190000,25900,3010
New Zealand,1982,3220000,26400,3080
New Zealand,1983,3240000,27500,3250
New Zealand,1984,3270000,27600,3450
New Zealand,1985,3290000,28100,3460
New Zealand,1986,3310000,28200,3450
New Zealand,1987,3330000,28200,3610
New Zealand,1988,3360000,28400,3850
New Zealand,1989,3400000,28100,3850
New Zealand,1990,3450000,26500,3760
New Zealand,1991,3500000,26500,3810
New Zealand,1992,3560000,27900,3970
New Zealand,1993,3620000,28900,4060
New Zealand,1994,3670000,29900,4050
New Zealand,1995,3720000,30500,4130
New Zealand,1996,3750000,30700,4260
New Zealand,1997,3780000,30700,4160
New Zealand,1998,3820000,32200,4310
New Zealand,1999,3860000,32900,4430
