Country,Year,Population,,Population,,Population,Income,Energy
Chile,1985,12.4,12400000,12.4M,#VALUE!,12400000,8260,804
Chile,1986,12.6,12600000,12.6M,#VALUE!,12600000,8600,817
Chile,1987,12.8,12800000,12.8M,#VALUE!,12800000,9020,910
Chile,1988,13.1,13100000,13.1M,#VALUE!,13100000,9750,1000
Chile,1989,13.3,13300000,13.3M,#VALUE!,13300000,9880,1060
Chile,1990,13.5,13500000,13.5M,#VALUE!,13500000,10.5k,1060
Chile,1991,13.7,13700000,13.7M,#VALUE!,13700000,11.5k,1130
Chile,1992,13.9,13900000,13.9M,#VALUE!,13900000,12k,1140
Chile,1993,14.2,14200000,14.2M,#VALUE!,14200000,12.4k,1200
Chile,1994,14.4,14400000,14.4M,#VALUE!,14400000,13.3k,1280
Chile,1995,14.6,14600000,14.6M,#VALUE!,14600000,14k,1390
Chile,1996,14.8,14800000,14.8M,#VALUE!,14800000,14.9k,1540
Chile,1997,15,15000000,15M,#VALUE!,15000000,15.3k,1570
Chile,1998,15.2,15200000,15.2M,#VALUE!,15200000,15.1k,1650
Chile,1999,15.3,15300000,15.3M,#VALUE!,15300000,15.7k,1640
Chile,2000,15.5,15500000,15.5M,#VALUE!,15500000,16k,1590
Chile,2001,15.7,15700000,15.7M,#VALUE!,15700000,16.3k,1630
Chile,2002,15.8,15800000,15.8M,#VALUE!,15800000,16.8k,1630
Chile,2003,16,16000000,16M,#VALUE!,16000000,17.9k,1720
Chile,2004,16.2,16200000,16.2M,#VALUE!,16200000,18.7k,1750
Chile,2005,16.4,16400000,16.4M,#VALUE!,16400000,19.7k,1810
Chile,2006,16.5,16500000,16.5M,#VALUE!,16500000,20.4k,1850
Chile,2007,16.7,16700000,16.7M,#VALUE!,16700000,20.9k,1820
Chile,2008,16.9,16900000,16.9M,#VALUE!,16900000,20.4k,1750
Chile,2009,17.1,17100000,17.1M,#VALUE!,17100000,21.3k,1810
Chile,2010,17.2,17200000,17.2M,#VALUE!,17200000,22.4k,1950
China,1970,849,849000000,849M,#VALUE!,849000000,1310,465
China,1971,869,869000000,869M,#VALUE!,869000000,1260,477
China,1972,889,889000000,889M,#VALUE!,889000000,1300,484
China,1973,908,908000000,908M,#VALUE!,908000000,1270,486
China,1974,926,926000000,926M,#VALUE!,926000000,1300,527
China,1975,943,943000000,943M,#VALUE!,943000000,1200,537
China,1976,958,958000000,958M,#VALUE!,958000000,1220,577
China,1977,972,972000000,972M,#VALUE!,972000000,1300,617
China,1978,986,986000000,986M,#VALUE!,986000000,1350,619
China,1979,1B,#VALUE!,1B,#VALUE!,#VALUE!,1350,609
China,1980,1.01B,#VALUE!,1.01B,#VALUE!,#VALUE!,1330,597
China,1981,1.03B,#VALUE!,1.03B,#VALUE!,#VALUE!,1400,607
China,1982,1.04B,#VALUE!,1.04B,#VALUE!,#VALUE!,1410,622
China,1983,1.06B,#VALUE!,1.06B,#VALUE!,#VALUE!,1500,651
China,1984,1.08B,#VALUE!,1.08B,#VALUE!,#VALUE!,1540,658
China,1985,1.1B,#VALUE!,1.1B,#VALUE!,#VALUE!,1560,671
China,1986,1.12B,#VALUE!,1.12B,#VALUE!,#VALUE!,1600,694
China,1987,1.14B,#VALUE!,1.14B,#VALUE!,#VALUE!,1590,720
China,1988,1.16B,#VALUE!,1.16B,#VALUE!,#VALUE!,1510,724
China,1989,1.18B,#VALUE!,1.18B,#VALUE!,#VALUE!,1420,767
China,1990,1.19B,#VALUE!,1.19B,#VALUE!,#VALUE!,1540,737
China,1991,1.21B,#VALUE!,1.21B,#VALUE!,#VALUE!,1730,753
China,1992,1.22B,#VALUE!,1.22B,#VALUE!,#VALUE!,1950,788
China,1993,1.23B,#VALUE!,1.23B,#VALUE!,#VALUE!,2180,816
China,1994,1.24B,#VALUE!,1.24B,#VALUE!,#VALUE!,2390,867
China,1995,1.25B,#VALUE!,1.25B,#VALUE!,#VALUE!,2600,882
China,1996,1.26B,#VALUE!,1.26B,#VALUE!,#VALUE!,2810,872
China,1997,1.27B,#VALUE!,1.27B,#VALUE!,#VALUE!,3000,869
China,1998,1.28B,#VALUE!,1.28B,#VALUE!,#VALUE!,3210,879
China,1999,1.29B,#VALUE!,1.29B,#VALUE!,#VALUE!,3450,899
China,2000,1.3B,#VALUE!,1.3B,#VALUE!,#VALUE!,3710,929
China,2001,1.31B,#VALUE!,1.31B,#VALUE!,#VALUE!,4020,985
China,2002,1.32B,#VALUE!,1.32B,#VALUE!,#VALUE!,4400,1120
China,2003,1.32B,#VALUE!,1.32B,#VALUE!,#VALUE!,4820,1270
China,2004,1.33B,#VALUE!,1.33B,#VALUE!,#VALUE!,5340,1390
China,2005,1.34B,#VALUE!,1.34B,#VALUE!,#VALUE!,5980,1520
China,2006,1.35B,#VALUE!,1.35B,#VALUE!,#VALUE!,6800,1630
China,2007,1.35B,#VALUE!,1.35B,#VALUE!,#VALUE!,7410,1670
China,2008,1.36B,#VALUE!,1.36B,#VALUE!,#VALUE!,8070,1780
China,2009,1.37B,#VALUE!,1.37B,#VALUE!,#VALUE!,8890,1950
China,2010,1.38B,#VALUE!,1.38B,#VALUE!,#VALUE!,9690,2090
Cote d'Ivoire,1970,5.33,5330000,5.33M,#VALUE!,5330000,3310,461
Cote d'Ivoire,1971,5.58,5580000,5.58M,#VALUE!,5580000,3320,467
Cote d'Ivoire,1972,5.84,5840000,5.84M,#VALUE!,5840000,3420,461
Cote d'Ivoire,1973,6.12,6120000,6.12M,#VALUE!,6120000,3370,459
Cote d'Ivoire,1974,6.41,6410000,6.41M,#VALUE!,6410000,3230,462
Cote d'Ivoire,1975,6.71,6710000,6.71M,#VALUE!,6710000,3470,475
Cote d'Ivoire,1976,7.03,7030000,7.03M,#VALUE!,7030000,3490,463
Cote d'Ivoire,1977,7.35,7350000,7.35M,#VALUE!,7350000,3680,473
